Orbiter1.MoonInertial.X   Orbiter1.MoonInertial.Y   Orbiter1.MoonInertial.Z   Orbiter2.MoonInertial.X   Orbiter2.MoonInertial.Y   Orbiter2.MoonInertial.Z   Orbiter3.MoonInertial.X   Orbiter3.MoonInertial.Y   Orbiter3.MoonInertial.Z   Orbiter4.MoonInertial.X   Orbiter4.MoonInertial.Y   Orbiter4.MoonInertial.Z   Orbiter5.MoonInertial.X   Orbiter5.MoonInertial.Y   Orbiter5.MoonInertial.Z   Orbiter6.MoonInertial.X   Orbiter6.MoonInertial.Y   Orbiter6.MoonInertial.Z   
-2268.364369421062        5954.781940624525         4996.489343242662         -2429.630069698353        -8747.503585927421        -7339.835163443146        5326.41086788055          -7709.090002134442        -6468.484526537679        5954.286027466791         2268.035726764589         -4996.306656589324        -8707.936601665948        2408.034905082081         7307.023527367623         -7736.233307472095        -5336.682327719289        6491.488870399655         
-2317.591544774798        5945.467991491372         4988.666570452537         -2395.53180889033         -8754.325729556265        -7345.550914433115        5356.465089224352         -7693.639593619097        -6455.510740307509        5944.949263575807         2317.249158915365         -4988.474812458648        -8714.717929366379        2373.877965089108         7312.722336347477         -7720.79500571455         -5366.693030079769        6478.53513241472          
-2366.741806272927        5935.956956947281         4980.67826299477          -2361.406774048752        -8761.051269985619        -7351.185409485624        5386.455228620602         -7678.097600148059        -6442.45990604948         5935.41487559081          2366.385440867802         -4980.477172962477        -8721.401132596686        2339.694762092608         7318.338980369939         -7705.264968701216        -5396.639983132714        6465.504412236391         
-2415.81358760719         5926.249322338728         4972.524828430382         -2327.255355067944        -8767.680174237757        -7356.738620783493        5416.380862795238         -7662.464116740564        -6429.332103845372        5925.68334707983          2415.443008818722         -4972.314142670482        -8727.986176670383        2305.485690622008         7323.87342951406          -7689.643290118809        -5426.522770078212        6452.39678767728          
-2464.805329217692        5916.345582272159         4964.206682100543         -2293.077941659532        -8774.212409868778        -7362.210520961613        5446.241568082187         -7646.739239227667        -6416.127414462855        5915.755170864883         2464.420305677399         -4963.9861339161          -8734.47302744347         2271.251145007263         7329.325654310989         -7673.930064451735        -5456.340973713959        6439.212337220495         
-2513.715478410944        5906.246240543202         4955.724247067585         -2258.87492335499         -8780.647944967262        -7367.601083105663        5476.036920421815         -7630.923064256669        -6402.845919359039        5905.630848952234         2513.315781182086         -4955.493566738034        -8740.861651312603        2236.99151938135          7334.695625742548         -7658.125386986401        -5486.09417643334         6425.951140023244         
-2562.542489476531        5895.951810065366         4947.077954054723         -2224.646689508125        -8786.986748152645        -7372.910280750919        5505.766495359552         -7615.015689295076        -6389.487700684229        5895.310892461523         2562.127892016026         -4946.836868820916        -8747.152015213476        2202.707207683066         7339.983315239864         -7642.229353815681        -5515.781960224034        6412.613275920594         
-2611.28482380214         5885.462812797283         4938.268241385231         -2190.393629297541        -8793.228788574168        -7378.138087881001        5535.42986804439          -7599.01721263543         -6376.052841285447        5884.795821553882         2610.855101920839         -4938.016475435026        -8753.344086619079        2168.39860365988          7345.18869468203          -7626.242061843237        -5545.403906666266        6399.198825429194         
-2659.940949987125        5874.779779668956         4929.29555492042          -2156.11613172917         -8799.374035908899        -7383.28447892674         5565.026613227528         -7582.92773339909         -6362.541424710158        5874.086165358996         2659.495881809504         -4929.032829375152        -8759.437833538148        2134.066100870492         7350.311736394651         -7610.163608788076        -5574.959596931061        6385.707869751059         
-2708.509343954429        5863.903250507254         4920.16034799692          -2121.814585638815        -8805.422460360976        -7388.34942876501         5594.556305260921         -7566.747351541242        -6348.953535209992        5863.182461901204         2708.048709877068         -4919.886380898766        -8765.433224513472        2099.710092687805         7355.352413148561         -7593.994093189001        -5604.448611778789        6372.140490777296         
-2756.988489060983        5852.833773959836         4910.863081363059         -2087.489379694583        -8811.374032659747        -7393.332912717568        5624.018518096011         -7550.476167854795        -6335.289257744414        5852.08525802457          2756.512071710022         -4910.577587663051        -8771.33022862034         2065.330972301599         7360.310698158544         -7577.733614409139        -5633.870531557535        6358.496771092032         
-2805.376876206501        5841.571907418722         4901.404223114543         -2053.140902399478        -8817.228724058717        -7398.234906550002        5653.412825282241         -7534.114283975272        -6321.548677984509        5840.795109317027         2804.884460394096         -4901.106914661534        -8777.128815464952        2030.929132721329         7365.186565081938         -7561.382272640578        -5663.22493620147         6344.776793976169         
-2853.673003940639        5830.11821694253          4891.78424862909          -2018.769542093825        -8822.98650633404         -7403.055386470573        5682.738799965839         -7517.661802385061        -6307.731882316875        5829.312580033569         2853.164376620553         -4891.47483415954         -8782.828955182922        1996.504966778914         7369.979988017527         -7544.94016890887         -5692.511405229336        6330.980643411283         
-2901.875378568511        5818.473277177836         4882.003640500508         -1984.375686957908        -8828.647351783526        -7407.794329129072        5711.9960148885           -7501.118826418184        -6293.838957847212        5817.638243018504         2901.350328790781         -4881.681825629174        -8788.430618437691        1962.058867131534         7374.690941504057         -7528.407405077742        -5721.729517743108        6317.108404083614         
-2949.982514254545        5806.637671279663         4872.062888471934         -1949.959725014356        -8834.211233225069        -7412.451711615926        5741.18404238607          -7484.48546026455         -6279.869992404478        5805.772679626898         2949.440833119093         -4871.728375683306        -8793.933776419115        1927.591226264427         7379.319400519278         -7511.784083853796        -5750.878852426191        6303.160161387903         
-2997.992933124784        5794.61199083121          4861.962489368248         -1915.522044130776        -8839.678123995429        -7417.027511460998        5770.302454387303         -7467.761808974901        -6265.825074544438        5793.716479645038         2997.434413734591         -4861.614978009165        -8799.338400841938        1893.102436493558         7383.865340478515         -7495.070308791197        -5779.958987542195        6289.136001431471         
-3045.905165367338        5782.396835762251         4851.702947027807         -1881.063032022255        -8845.047997949296        -7421.521706632688        5799.350822412671         -7450.94797846541         -6251.704293553892        5781.470241210089         3045.329602780344         -4851.342133300786        -8804.644463944365        1858.592889968771         7388.328737233533         -7478.266184296386        -5808.969500933541        6275.036011038203         
-3093.717749331263        5769.992814267578         4841.284772233659         -1846.583076253824        -8850.320829457836        -7425.934275536798        5828.32871757308          -7434.044075522048        -6237.507739454362        5769.03457072904          3093.124940511712         -4840.910349191079        -8809.851938486696        1824.062978676287         7392.709567071492         -7461.371815632971        -5837.909970019711        6260.860277752479         
-3141.42923162377         5757.400542723422         4830.708482643618         -1812.082564243072        -8855.496593407472        -7430.265197015658        5857.235710568755         -7417.05020780582         -6223.235503006174        5756.410082796632         3140.818975392845         -4830.320140183263        -8814.960797749853        1789.513094441558         7397.007806713664         -7444.387308926482        -5866.779971796204        6246.608889843483         
-3189.038167205552        5744.620645604329         4819.974602720322         -1777.561883262635        -8860.575265198946        -7434.51445034708         5886.071371688071         -7399.966483857017        -6208.887675712467        5743.597400112718         3188.410264191043         -4819.572027581366        -8819.971015534087        1754.943628932349         7401.223433314299         -7427.31277116928         -5895.579082833137        6232.281936309009         
-3236.543119484588        5731.653755398293         4809.083663659898         -1743.021420442761        -8865.556820746046        -7438.68201524351         5914.83527080639          -7382.793013100454        -6194.464349823189        5730.597153398761         3235.897372070351         -4808.666539420257        -8824.882566157583        1720.354973661189         7405.356424459664         -7410.148310225442        -5924.306879273732        6217.879506879894         
-3283.942660408007        5718.500512521714         4798.036203320749         -1708.461562773795        -8870.441236474551        -7442.767871850985        5943.526977384943         -7365.529905849893        -6179.965618339193        5717.409981313642         3283.278872682189         -4797.60421039522         -8829.695424455174        1685.747519988567         7409.406758166791         -7392.894034835699        -5952.962936833035        6203.401692023908         
-3331.235370552429        5705.161565233313         4786.832766151143         -1673.882697108813        -8875.228489321133        -7446.772000748315        5972.146060469822         -7348.177273313282        -6165.391575016285        5704.036530368729         3330.553348255518         -4786.385581790644        -8834.409565777052        1651.121659125551         7413.37441288252          -7375.550054622465        -5981.546830796869        6188.848582950159         
-3378.419839212336        5691.637569547805         4775.473903116566         -1639.285210166039        -8879.918556732184        -7450.694382946123        6000.692088690848         -7330.73522759747         -6150.74231436933         5690.477454842272         3377.719389684557         -4775.011201408372        -8839.024965987497        1616.477782136702         7417.259367482417         -7358.116480094817        -6010.058136020321        6174.220271613274         
-3425.494664486789        5677.929189148184         4763.960171626299         -1604.669488531508        -8884.511416663008        -7454.534999886033        6029.16463026058          -7313.203881713038        -6136.01793167647         5676.733416693212         3424.775596614811         -4763.481623495289        -8843.541601463585        1581.816279942985         7421.061601269728         -7340.593422653532        -6038.496426926635        6159.516850717569         
-3472.458453364408        5664.037095298059         4752.292135459778         -1570.035918661539        -8889.007047576597        -7458.293833439791        6057.563252973268         -7295.58334957948         -6121.218522983312        5662.805085474291         3471.720577527711         -4751.797408670653        -8847.95944909408         1547.137543324439         7424.78109397451          -7322.980994596262        -6066.861277505988        6144.738413721498         
-3519.309821806426        5649.961966753006         4740.470364691981         -1535.384886885324        -8893.405428442813        -7461.97086590837         6085.887524203936         -7277.873746030207        -6106.344185107038        5648.693138244518         3518.552949823148         -4739.959123852663        -8852.278486278112        1512.441962923389         7428.417825752433         -7305.279309122605        -6095.15226131439         6129.885054841841         
-3566.0473948281          5635.704489671567         4728.495435618621         -1500.716779407434        -8897.706538737111        -7465.566080021323        6114.137010907405         -7260.075186817441        -6091.395015640737        5634.398259481139         3565.271339900442         -4727.967342184624        -8856.498690924127        1477.729929246882         7431.971777183964         -7287.488480339322        -6123.368951472454        6114.956869058136         
-3612.669806578284        5621.265357525088         4716.367930680921         -1466.031982310436        -8901.910358440015        -7469.079458935768        6142.311279617352         -7242.187788617448        -6076.371112957684        5619.921140990962         3611.874383237562         -4715.822642960702        -8860.620041448637        1443.00183266995          7435.442929273442         -7269.608623265492        -6151.510920664354        6099.953952117125         
-3659.175700417123        5606.645271008019         4704.088438389561         -1431.330881557369        -8906.016868035775        -7472.510986235779        6170.409896445475         -7224.211669035605        -6061.272576215619        5605.262481821264         3658.360724468424         -4703.525611551129        -8864.642516775217        1408.258063438232         7438.831263448083         -7251.639853837871        -6179.577741136658        6084.876400537032         
-3705.563728992085        5591.844937946647         4691.65755324869          -1396.613862994374        -8910.026048511732        -7475.860645931592        6198.432427080566         -7206.146946611523        -6046.099505361024        5590.42298817003          3704.729017458798         -4691.076839327085        -8868.566096333278        1373.499011670996         7442.136761557107         -7233.582288916048        -6207.568984697398        6069.724311612139         
-3751.832554312059        5576.865073208057         4679.075875679002         -1361.881312353187        -8913.937881357444        -7479.128422458773        6226.37843678768          -7187.993740824342        -6030.852001133695        5575.403373295791         3750.977925379819         -4678.476923585054        -8872.390760057096        1338.725067363936         7445.35940587087          -7215.436046287912        -6235.484222715022        6054.497783417319         
-3797.980847819708        5561.706398608338         4666.344011940906         -1327.133615253755        -8917.752348563517        -7482.314300677594        6254.247490407404         -7169.752172097913        -6015.530165070901        5560.204357427006         3797.10612078046          -4665.726467470813        -8876.116488384738        1303.936620392138         7448.499179080012         -7197.201244674943        -6263.323026117403        6039.196914812404         
-3844.007290462003        5546.369642820209         4653.462574056844         -1292.371157206726        -8921.469432621088        -7485.418265872286        6282.039152354992         -7151.422361806151        -6000.134099511983        5544.826667670975         3843.112285657611         -4652.82607990317         -8879.74326225702         1269.134060512879         7451.556064294593         -7178.878003737642        -6291.084965390794        6023.821805446874         
-3889.91057275889         5530.855541280704         4640.432179733732         -1257.594323616111        -8925.089116520947        -7488.440303750394        6309.752986619642         -7133.00443227822         -5984.66390760275         5529.271037922314         3888.995111524651         -4639.776375497197        -8883.271063116525        1234.317777368706         7454.53004504327          -7160.466444080987        -6318.769610579009        6008.37255576445          
